"y","X1","X2","X3"
6.32004110695807,6,0.947764429705202,0.560435600430364
5.1830886463182,7,1.71811743721032,0.795703733126083
0.598843603649917,2,0.953474098040576,0.585835174370243
4.81229503287927,6,2.09775702252964,0.611397635586986
3.52914691090587,6,0.667945790276225,0.731744198352371
-0.160479290758383,3,0.558371453444349,0.434048066532074
2.78696019905987,6,-1.10465956376978,0.779086579590572
7.54691733971486,3,2.54589005205428,0.254996611023987
1.95747176017302,3,1.15753742640368,0.779992180220033
2.66794823267392,1,1.32509713280474,0.410740494024206
0.747174160695352,8,0.257935947625095,0.498251481635642
5.46722548927661,4,1.22590896363899,0.52356643707863
6.84340579116452,3,0.857654817946643,0.301482475969998
1.66172884637235,2,0.998842832323947,0.338479183259185
0.51433555215651,6,-0.992255062443309,0.543288067668554
0.117060259990425,5,0.499645683751891,0.372428576251023
0.0707705964610184,6,-1.39141117313407,0.618335855965147
3.42994126734882,6,1.19418679273227,0.39736860347317
5.11842320568081,4,1.96306605246786,0.221973951506014
3.68073809569875,4,2.15094594672226,0.548959567131919
3.73101913452754,11,-0.196119113519132,0.246364824958414
-0.0282089145270064,6,0.807715726078159,0.914019687385088
0.399463660873135,5,-0.116911267248908,0.860735034328437
1.26889006124228,5,-0.0890851152239717,0.586292510113613
3.28869862287909,7,0.0329158924236914,0.289996254580634
3.85704600278417,8,0.113900025352787,0.357764666569264
-0.391185436487716,2,1.17183958860999,0.555247506752056
4.20741579338193,6,-0.76528453542645,0.72951391705801
-1.73068181649826,5,0.114275713337263,0.843866763176646
4.40622438991141,4,1.64477223654526,0.575323929769727
4.77383617389471,4,2.7285238565057,0.143960376554832
0.27522378255285,3,0.570109528737491,0.847013538402198
-1.03800358631277,2,0.0994314236967642,0.931016122095609
4.35537726779658,8,2.09014295781891,0.0820065938107357
5.21753306457897,8,0.0173515952417372,0.476918934378914
2.27332137911053,3,0.242493503635363,0.630183288294194
1.903348832864,6,-0.329935496834145,0.296145925237
0.559522767694708,4,-0.0905010993003842,0.460001706033705
-2.22209521761173,2,-0.225018017491957,0.684888884306985
5.43194868746663,5,1.95389833637408,0.289300011475168
1.6555501498943,8,1.18591194068572,0.470370404378699
-0.781422846528636,6,-1.81433479658384,0.797460174600045
0.979680514165832,4,0.062701025227742,0.37812568459051
-1.82389255067108,2,0.419763584434301,0.707712940487472
4.15202611158848,6,1.26684943989692,0.106397404340196
3.5938665457429,4,0.92369179271184,0.628464233222052
2.14833069641906,5,1.35790155899613,0.879404223111312
